iter	RMSE
367	112139.9706
368	112102.0959
369	112055.3977
370	112007.8723
371	111961.2424
372	111890.4879
373	111783.3987
374	111738.4193
375	111705.4588
376	111651.285
377	111590.9187
378	111512.907
379	111456.6202
380	111399.7704
381	111332.3118
382	111281.8737
383	111237.3394
384	111173.4426
385	111131.4115
386	111087.9124
387	110990.221
388	110968.5206
389	110890.9275
390	110856.8745
391	110825.336
392	110755.9957
393	110712.5919
394	110668.9735
395	110561.3081
396	110505.6039
397	110476.1216
398	110440.9068
399	110417.4018
400	110366.3944
401	110315.4408
402	110266.6054
403	110238.1479
404	110159.3678
405	110102.7084
406	110063.7169
407	110034.3998
408	109982.0583
409	109959.9525
410	109924.1196
411	109835.4547
412	109801.4522
413	109763.3728
414	109695.2319
415	109604.3667
416	109560.2841
417	109533.9377
418	109489.9795
419	109411.8227
420	109384.7955
421	109333.1222
422	109289.9346
423	109245.7671
424	109182.5829
425	109079.2425
426	109032.5881
427	109002.3899
428	108959.6911
429	108878.5418
430	108829.8818
431	108772.0802
432	108740.3001
433	108722.0016
434	108655.2954
435	108631.2389
436	108559.5579
437	108497.5876
438	108429.0528
439	108391.8511
440	108314.2632
441	108274.0685
442	108216.8797
443	108174.4687
444	108138.4225
445	108026.3655
446	107973.6047
447	107937.5343
448	107898.8995
449	107856.5609
450	107802.049
451	107721.2313
452	107690.83
453	107661.8574
454	107604.9405
455	107581.2946
456	107531.9758
457	107479.628
458	107368.6213
459	107310.9958
460	107286.2782
461	107235.0054
462	107203.7402
463	107155.6787
464	107083.226
465	107050.898
466	107001.4196
467	106950.8924
468	106931.0859
469	106868.883
470	106799.4893
471	106722.3067
472	106635.3957
473	106581.677
474	106546.6252
475	106456.0399
476	106430.3879
477	106363.6721
478	106301.416
479	106245.321
480	106192.4153
481	106141.8493
482	106084.8848
483	106072.2655
484	106005.2629
485	105976.2513
486	105928.052
487	105901.5269
488	105867.755
489	105812.9626
490	105777.4403
491	105704.4721
492	105629.1556
493	105581.8469
494	105505.5149
495	105461.8449
496	105394.2024
497	105338.675
498	105270.175
499	105230.4887
500	105192.5461
501	105163.8548
502	105106.812
503	105077.6482
504	105036.0946
505	104994.4373
506	104936.9074
507	104904.3067
508	104854.7592
509	104824.5107
510	104783.3928
511	104736.5709
512	104704.7962
513	104668.6051
514	104630.4299
515	104601.9836
516	104556.0501
517	104487.3489
518	104461.0279
519	104409.1637
520	104390.3644
521	104367.9907
522	104320.6112
523	104276.6536
524	104218.3748
525	104191.0061
526	104161.4951
527	104086.52
528	104048.4999
529	104001.9066
530	103993.0122
531	103967.4794
532	103941.3528
533	103886.0268
534	103817.0289
535	103799.8337
536	103776.6398
537	103711.3973
538	103688.5158
539	103653.7215
540	103592.888
541	103549.3655
542	103469.7153
543	103441.2589
544	103411.2952
545	103331.6852
546	103314.2437
547	103277.5081
548	103241.7795
549	103220.297
550	103186.0529
551	103166.6338
552	103156.1313
553	103119.3937
554	103035.2118
555	103019.4215
556	102980.9487
557	102945.2395
558	102933.6825
559	102889.9779
560	102864.7173
561	102826.3546
562	102805.6977
563	102768.5941
564	102721.521
565	102711.657
566	102655.0901
567	102610.8666
568	102592.4173
569	102566.4089
570	102519.1949
571	102455.0802
572	102425.3909
573	102367.2123
574	102347.1907
575	102327.6911
576	102274.5704
577	102219.171
578	102148.5184
579	102088.3681
580	102029.2707
581	102007.0709
582	101969.7343
583	101887.7591
584	101854.3621
585	101836.8245
586	101817.8461
587	101797.887
588	101740.3209
589	101693.3351
590	101675.2926
591	101636.0261
592	101609.1134
593	101581.7964
594	101559.9254
595	101553.5902
596	101518.1201
597	101476.692
598	101448.4067
599	101407.0971
600	101377.6556
601	101336.1468
602	101312.1313
603	101271.8873
604	101216.7265
605	101168.1791
606	101140.3245
607	101122.9657
608	101068.896
609	101033.3304
610	100968.011
611	100937.2678
612	100881.7695
613	100865.1074
614	100828.1004
615	100782.5451
616	100775.1606
617	100743.7472
618	100693.6288
619	100644.548
620	100590.8302
621	100574.2492
622	100551.7227
623	100521.3392
624	100487.3999
625	100473.2268
626	100447.759
627	100423.0153
628	100379.3867
629	100360.6974
630	100340.9925
631	100306.9001
632	100270.0332
633	100235.7769
634	100205.415
635	100186.5471
636	100146.382
637	100120.5813
638	100057.3264
639	100027.4045
640	99998.20176
641	99947.16691
642	99915.90077
643	99856.16134
644	99840.63801
645	99795.2788
646	99773.74925
647	99723.45704
648	99708.91961
649	99683.68196
650	99647.01545
651	99603.93904
652	99573.23078
653	99554.39336
654	99535.97751
655	99499.92708
656	99481.04501
657	99458.22768
658	99415.22972
659	99399.90212
660	99354.95677
661	99346.23446
662	99339.82091
663	99272.20404
664	99230.89393
665	99183.22438
666	99137.19821
667	99122.76763
668	99084.07662
669	99054.35036
670	99036.4807
671	99004.80432
672	98981.16822
673	98969.21658
674	98945.86395
675	98922.5726
676	98908.20355
677	98891.3161
678	98842.15883
679	98827.57456
680	98800.96491
681	98767.18717
682	98736.14976
683	98703.80511
684	98654.2544
685	98633.92464
686	98623.00244
687	98585.22329
688	98563.49588
689	98512.00073
690	98496.3224
691	98455.26227
692	98430.45548
693	98414.33336
694	98382.68969
695	98365.07743
696	98350.09591
697	98329.20809
698	98294.02842
699	98229.73328
700	98214.33263
701	98198.76477
702	98176.65985
703	98132.13281
704	98113.26064
705	98073.79006
706	98059.7503
707	98027.78784
708	98012.00084
709	97990.39731
710	97974.69116
711	97961.96168
712	97894.39615
713	97876.27262
714	97847.73624
715	97792.28297
716	97752.72815
717	97730.55374
718	97709.76193
719	97662.40163
720	97597.09331
721	97575.16333
722	97534.33735
723	97513.31011
724	97482.32333
725	97428.45038
726	97382.87796
727	97363.33904
728	97315.50503
729	97284.32192
730	97256.48003
731	97242.75992
732	97210.53638
733	97188.28776
734	97170.75384
735	97140.3471
736	97132.82083
737	97095.52548
738	97090.412
739	97055.0428
740	97034.46071
741	96962.04512
742	96927.84796
743	96910.26169
744	96894.05521
745	96874.64262
746	96846.77348
747	96815.85041
748	96790.36399
749	96733.32195
750	96684.35745
751	96665.89779
752	96635.30495
753	96605.54592
754	96565.60005
755	96544.78089
756	96544.45036
757	96526.93727
758	96493.90347
759	96481.81073
760	96449.42176
761	96420.37554
762	96362.17796
763	96347.4167
764	96315.0503
765	96283.51451
766	96264.2485
767	96234.46581
768	96216.50635
769	96194.62419
770	96171.43946
771	96145.8896
772	96103.82899
773	96073.75016
774	96040.95557
775	96004.76097
776	95993.68215
777	95966.69433
778	95935.77773
779	95889.14801
780	95861.11
781	95823.87103
782	95806.44472
783	95765.99744
784	95748.90356
785	95727.54309
786	95703.50579
787	95675.78869
788	95651.33958
789	95628.87989
790	95599.80682
791	95576.37891
792	95551.83988
793	95517.53361
794	95492.07294
795	95474.69435
796	95439.40055
797	95406.45897
798	95395.51098
799	95367.79027
800	95335.21403
801	95318.4961
802	95276.83148
803	95259.69651
804	95238.71507
805	95215.13921
806	95188.10398
807	95169.4604
808	95152.81139
809	95116.9608
810	95089.01943
811	95064.19809
812	95039.96365
813	95000.07672
814	94986.30747
815	94968.22453
816	94936.55437
817	94901.61312
818	94882.10571
819	94839.29877
820	94820.40023
821	94812.87012
822	94799.38077
823	94767.52278
824	94753.33576
825	94701.36194
826	94684.43754
827	94642.43315
828	94612.50625
829	94591.43827
830	94562.13874
831	94533.77463
832	94518.40579
833	94504.05998
834	94481.86824
835	94467.47019
836	94465.50998
837	94421.62271
838	94387.0423
839	94372.50908
840	94330.38757
841	94311.46812
842	94286.51191
843	94246.79072
844	94228.66365
845	94216.37951
846	94188.44972
847	94175.08383
848	94152.24657
849	94127.99793
850	94108.16517
851	94102.40365
852	94089.1595
853	94068.28634
854	94056.07951
855	94020.3729
856	93994.02076
857	93978.37633
858	93942.48893
859	93912.73103
860	93879.67428
861	93850.56254
862	93812.26417
863	93771.37131
864	93758.35199
865	93730.21228
866	93702.65642
867	93686.43395
868	93672.4352
869	93610.51913
870	93557.56042
871	93539.56014
872	93507.4695
873	93480.08305
874	93466.74335
875	93448.18609
876	93433.15288
877	93412.46673
878	93381.46218
879	93369.52014
880	93339.64023
881	93321.03678
882	93311.05606
883	93285.66252
884	93269.74285
885	93253.73743
886	93234.13699
887	93210.12136
888	93196.03987
889	93176.19235
890	93159.94124
891	93134.53489
892	93096.70162
893	93059.98484
894	93044.35989
895	93022.96214
896	93005.208
897	92974.43047
898	92957.53955
899	92929.82463
900	92908.97119
901	92888.77843
902	92874.87488
903	92843.23148
904	92819.10031
905	92794.9971
906	92768.42612
907	92737.27677
908	92719.1919
909	92704.42107
910	92688.59463
911	92664.2573
912	92642.47164
913	92607.88187
914	92584.26289
915	92557.81512
916	92541.03183
917	92510.12979
918	92497.94291
919	92478.81902
920	92446.76907
921	92427.26572
922	92416.02195
923	92379.58032
924	92342.04662
925	92315.27582
926	92298.07891
927	92288.24259
928	92279.99565
929	92237.54169
930	92221.37501
931	92211.79925
932	92196.53115
933	92184.58275
934	92174.33742
935	92162.51257
936	92145.83396
937	92129.74459
938	92100.80727
939	92075.95319
940	92052.80221
941	92029.9384
942	92015.00466
943	91991.22018
944	91960.65077
945	91942.11937
946	91912.24913
947	91885.03889
948	91867.11468
949	91855.05666
950	91831.54542
951	91814.02653
952	91797.91707
953	91780.20869
954	91759.76789
955	91729.04349
956	91713.05079
957	91689.44782
958	91680.78926
959	91667.96374
960	91650.63806
961	91631.60422
962	91607.80643
963	91581.93905
964	91571.3163
965	91553.69195
966	91523.81468
967	91512.89689
968	91501.89795
969	91483.79171
970	91463.79728
971	91437.71818
972	91416.96646
973	91388.22525
974	91370.13171
975	91361.03085
976	91343.11773
977	91320.97247
978	91313.04097
979	91290.2538
980	91269.62992
981	91254.97111
982	91237.52092
983	91219.27383
984	91207.03161
985	91199.54086
986	91180.88054
987	91162.6228
988	91132.07014
989	91086.05324
990	91058.94806
991	91048.27942
992	91023.74986
993	91005.34507
994	90988.19231
995	90971.46293
996	90945.73638
997	90919.48347
998	90907.85155
999	90893.71097
